publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name
The Palestine Yearbook of International Law Online	1386-1972	2211-6141	2000	11	1: 2000-2001	2000	11	1: 2000-2001	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2333383330313538373732				fulltext		
The Palestine Yearbook of International Law Online	1386-1972	2211-6141	2002	12	1: 2002-2003	2002	12	1: 2002-2003	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2333383330313538373732				fulltext		
The Palestine Yearbook of International Law Online	1386-1972	2211-6141	2004	13	1: 2004-2005	2004	13	1: 2004-2005	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2333383330313538373732				fulltext		
The Palestine Yearbook of International Law Online	1386-1972	2211-6141	2006	14	1: 2006-2007	2006	14	1: 2006-2007	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2333383330313538373732				fulltext		
The Palestine Yearbook of International Law Online	1386-1972	2211-6141	2009	15	1	2009	15	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2333383330313538373732				fulltext		
The Quarterly Journal of Mathematics	0033-5614	1464-3847	1950	1	1	1995	46	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2331353833313332393731				fulltext		
The Quarterly Journal of Mechanics and Applied Mathematics	0033-5614	1464-3855	1948	1	1	1995	48	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2334313730333035393736				fulltext		
The Review of English Studies	0034-6551	1471-6968	1925	os-I	1	1937	os-XIII	52	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2331333034363932373835				fulltext		
The Review of English Studies	0034-6551	1471-6968	1939	os-XV	57	1946	os-XXII	88	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2331333034363932373835				fulltext		
The Review of English Studies	0034-6551	1471-6968	1948	os-XXIV	93	1948	os-XXIV	96	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2331333034363932373835				fulltext		
The Review of English Studies	0034-6551	1471-6968	1950	I	1	1995	XLVI	184	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2331333034363932373835				fulltext		
The Review of Politics	0034-6705	1748-6858	1939	1	1	2005	67	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2334303331353833383638				fulltext		
The Southern Journal of Philosophy	00384283		1964	2	1	2000	38	5	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1819057				fulltext		
The Soviet and Post-Soviet Review	1075-1262	1876-3324	2000	27	1-3	2007	34	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%23373035363135373938				fulltext		
The Soviet and Post-Soviet Review	1075-1262	1876-3324	2009	36	1	2009	36	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%23373035363135373938				fulltext		
The World Bank Economic Review	0258-6770	1564-698X	1986	1	1	1995	9	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%23343739373237333231				fulltext		
The World Bank Research Observer	0257-3032	1564-6971	1986	1	1	1995	10	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2332363832393733363431				fulltext		
The Year's Work in Critical and Cultural Theory	1077-4254	1471-681X	1991	1	1	1995	5	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2331303036383333373639				fulltext		
The Year's Work in English Studies	0084-4144	1471-6801	1919	1	1	1919	1	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2334313139373934353435				fulltext		
The Year's Work in English Studies	0084-4144	1471-6801	1922	3	1	1922	3	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2334313139373934353435				fulltext		
The Year's Work in English Studies	0084-4144	1471-6801	1927	8	1	1927	8	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2334313139373934353435				fulltext		
The Year's Work in English Studies	0084-4144	1471-6801	1961	42	1	1961	42	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2334313139373934353435				fulltext		
The Year's Work in English Studies	0084-4144	1471-6801	1967	48	1	1971	52	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2334313139373934353435				fulltext		
The Year's Work in English Studies	0084-4144	1471-6801	1973	54	1	1976	57	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2334313139373934353435				fulltext		
The Year's Work in English Studies	0084-4144	1471-6801	1978	59	1	1984	65	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2334313139373934353435				fulltext		
The Year's Work in English Studies	0084-4144	1471-6801	1986	67	1	1988	69	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2334313139373934353435				fulltext		
The Year's Work in English Studies	0084-4144	1471-6801	1990	71	1	1990	71	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2334313139373934353435				fulltext		
The Year's Work in English Studies	0084-4144	1471-6801	1993	74	1	1995	76	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2334313139373934353435				fulltext		
Theatre Research International	0307-8833	1474-0672	1975	1	1	2000	25	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2331343436333737333934				fulltext		
Theatre Survey	0040-5574	1475-4533	1964	5	1	2000	41	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2334313437353736383431				fulltext		
TheatreForum	10605320		1992	0	2	1995	0	7	https://journalarchives.jisc.ac.uk/results?tab=title&jid=2031148				fulltext		
TheatreForum	10605320		1997	0	10	2005	0	27	https://journalarchives.jisc.ac.uk/results?tab=title&jid=2031148				fulltext		
Theological Studies	0040-5639		1940	1		1995	56	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2332343831313330313833				fulltext		
Think	1477-1756	1755-1196	2002	1	1	2007	5	15	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332343730313337373732				fulltext		
Tijdschrift voor Entomologie	0040-7496	2211-9434	2001	144	2	2009	152	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2331383036333836353633				fulltext		
Tijdschrift voor Rechtsgeschiedenis / Revue d'Histoire du Droit / The Legal History Review	0040-7585	1571-8190	2007	75	3	2009	77	3-4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2331383439373135303430				fulltext		
Toxicological Sciences	1096-6080	1096-0929	1981	1	1	1995	28	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333363231363932363837				fulltext		
Transactions of the Faraday Society	0014-7672		1905	1	January	1971	67		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33323033353736393031%23333239323439363935				fulltext		
Transactions of the Optical Society	1475-4878		1899	1	1	1911	13	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=31303730303330323630%2334313537393634393136				fulltext		
Transactions of the Optical Society	1475-4878		1913	14	1	1931	33	5	https://journalarchives.jisc.ac.uk/results?tab=title&jid=31303730303330323630%2334313537393634393136				fulltext		
Transactions of the Royal Asiatic Society of Great Britain and Ireland	0950-4737		1830	2	1	1831	3	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%23343035333536333930				fulltext		
Transactions of the Royal Asiatic Society of Great Britain and Ireland	0950-4737		1833	3	2	1834	3	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%23343035333536333930				fulltext		
Transactions of the Royal Historical Society	0080-4401	1474-0648	1873	2		1873	2		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332363332343934383331				fulltext		
Transactions of the Royal Historical Society	0080-4401	1474-0648	1878	7		1878	7		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332363332343934383331				fulltext		
Transactions of the Royal Historical Society	0080-4401	1474-0648	1881	9		1882	10		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332363332343934383331				fulltext		
Transactions of the Royal Historical Society	0080-4401	1474-0648	1884	1	4	1886	3	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332363332343934383331				fulltext		
Transactions of the Royal Historical Society	0080-4401	1474-0648	1889	4		1889	4		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332363332343934383331				fulltext		
Transactions of the Royal Historical Society	0080-4401	1474-0648	1902	16		1902	16		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332363332343934383331				fulltext		
Transactions of the Royal Historical Society	0080-4401	1474-0648	1905	19		1905	19		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332363332343934383331				fulltext		
Transactions of the Royal Historical Society	0080-4401	1474-0648	1914	8		1914	8		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332363332343934383331				fulltext		
Transactions of the Royal Historical Society	0080-4401	1474-0648	1917	11		1917	11		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332363332343934383331				fulltext		
Transactions of the Royal Historical Society	0080-4401	1474-0648	1930	13		1932	15		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332363332343934383331				fulltext		
Transactions of the Royal Historical Society	0080-4401	1474-0648	1937	20		1937	20		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332363332343934383331				fulltext		
Transactions of the Royal Historical Society	0080-4401	1474-0648	1939	21		1940	22		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332363332343934383331				fulltext		
Transactions of the Royal Historical Society	0080-4401	1474-0648	1943	25		1943	25		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332363332343934383331				fulltext		
Transactions of the Royal Historical Society	0080-4401	1474-0648	1947	29		1948	30		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332363332343934383331				fulltext		
Transactions of the Royal Historical Society	0080-4401	1474-0648	1951	1		1951	1		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332363332343934383331				fulltext		
Transactions of the Royal Historical Society	0080-4401	1474-0648	1953	3		1953	3		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332363332343934383331				fulltext		
Transactions of the Royal Historical Society	0080-4401	1474-0648	1955	5		1955	5		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332363332343934383331				fulltext		
Transactions of the Royal Historical Society	0080-4401	1474-0648	1962	12		1962	12		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332363332343934383331				fulltext		
Transactions of the Royal Historical Society	0080-4401	1474-0648	1967	17		1968	18		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332363332343934383331				fulltext		
Transactions of the Royal Historical Society	0080-4401	1474-0648	1973	23		1974	24		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332363332343934383331				fulltext		
Transactions of the Royal Historical Society	0080-4401	1474-0648	1976	26		1978	28		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332363332343934383331				fulltext		
Transactions of the Royal Historical Society	0080-4401	1474-0648	1981	31		1990	40		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332363332343934383331				fulltext		
Transactions of the Royal Historical Society	0080-4401	1474-0648	1996	6		1996	6		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332363332343934383331				fulltext		
Transafrican Journal of History	02510391		1971	1	1	1974	4	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1817706				fulltext		
Transafrican Journal of History	02510391		1976	5	1	1977	6	Jan 1, 1977	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1817706				fulltext		
Transafrican Journal of History	02510391		1979	8	1	1996	25	Jan 1, 1996	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1817706				fulltext		
Transport Reviews	0144-1647	1464-5327	1981	1	1	1996	16	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32353432333534303536%2331373734383232333038				fulltext		
Transportation Planning and Technology	0308-1060	1029-0354	1972	1	1	1996	20	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32353432333534303536%2333383539383034333435				fulltext		
TriQuarterly	00413097		1964	1	Jan 1, 1964	1972	25	Fall 1972	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1817081				fulltext		
TriQuarterly	00413097		1978	41	Winter 1978	2005	122	Jan 1, 2005	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1817081				fulltext		
Trusts & Trustees	1752-2110	1363-1780	1994	1	1	1995	1	10	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2331333531393935313330				fulltext		
Twentieth Century British History	0955-2359	1477-4674	1990	1	1	1995	6	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2331353232303038363334				fulltext		
University of Chicago Law Review	0041-9494		1933	1		1987	54	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2331383534303839343834				fulltext		
University of Chicago Law Review	0041-9494		1989	56	1	1995	62	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2331383534303839343834				fulltext		
Urban History	0963-9268	1469-8706	1974	1		1998	25	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2334323533313033303933				fulltext		
Urban Policy and Research	0811-1146	1476-7244	1982	1	1	1996	14	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32353432333534303536%2334313432343938313732				fulltext		
Utilitas	0953-8208	1741-6183	1989	1	1	2003	15	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2333303136313031393630				fulltext		
Vetus Testamentum	0042-4935	1568-5330	1951	1	1	2009	59	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2332373738323830323130				fulltext		
Victorian Literature and Culture	1060-1503	1470-1553	1997	25	1	1998	26	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2333323833363635303037				fulltext		
Victorian Poetry	0042-5206		1963	1	1	1990	28	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%23363235373931313034				fulltext		
Vietnam Perspectives	0506-9823		1965	1	1	1967	3	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2332323036363635363638				fulltext		
Vigiliae Christianae	0042-6032	1570-0720	1947	1	1	1963	17	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2332333138383330303239				fulltext		
Vigiliae Christianae	0042-6032	1570-0720	1965	19	1	1965	19	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2332333138383330303239				fulltext		
Vigiliae Christianae	0042-6032	1570-0720	1967	21	1	1967	21	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2332333138383330303239				fulltext		
Vigiliae Christianae	0042-6032	1570-0720	1969	23	1	1973	27	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2332333138383330303239				fulltext		
